thread_id,thread_text,time,cleaned,tweetnlp_topic
p501079694,,03/21/25(Fri)08:55:59No.501079694,,
p501105428,Snow bunnies and yellow fever fags are destroying the white race on two different ends.,03/21/25(Fri)15:03:19No.501105428,snow bunnies yellow fever fags destroying white race two different ends ,['news_&_social_concern']
p501084235,Why are Americans never able to refute European leftists?,03/21/25(Fri)10:15:01No.501084235,americans never able refute european leftists ,['news_&_social_concern']
p501086795,Was 4chan ever a leftist site?Was there ever an appreciable number of leftists in this place?,03/21/25(Fri)10:53:45No.501086795,chan ever leftist site ever appreciable number leftists place ,['news_&_social_concern']
p501098176,"Previous:>>501085852 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)13:29:43No.501098176,previous  →day   — daily battlefield assessment https isw pub ukraineconflictupdatesisw▶latest russian gas pipeline exploded sudzha shortly chimpout odesa  kropotkinskaya oil pumping station continues burn russians chimped odesa  numerous arrivals engels airbase hit ukraine  kh missile storage exploded trump claimed ceasefire infrastructure  russia attacked infrastructure hrs later  ukraine responds striking refineries gazprom reported losses   trillion rubles    billion current exchange rate   macron  europe preparing  day  ukraine  france   uk finalizing plan deploy  thousand troops per nation  key areas like kyiv  odesa   lviv training   long term support putin trump meeting prepared  says putin assistant ushakov ukraine lift martial law hold elections  day truce declared  says advisor head office president ukraine mykhailo podolyak eu recommends member states voluntarily contribute € b military aid ukraine year  creating special fund massive drone attack russia’s tuapse happened overnight   explosions heard local tuapse oil refinery afu officially withdrawn kursk smo zone french parliament called seizure frozen russian assets aid ukraine▶telegramhttps rentry org telosinthttps ukr pics▶intelhttps deepstateenhttps odin tradoc army mil weg  equipmentexplorer https ukr warspotting net  visually confirmed losses ▶mapshttps deepstatemap live enhttps liveuamap com en▶disposable soldier  diary ru mobik tour   files catbox moe fuhc txttour   files catbox moe ujwut txttour   files catbox moe hmyd txttour   files catbox moe cdenxe txt,['news_&_social_concern']
p501106913,,03/21/25(Fri)15:23:01No.501106913,,
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382, good russian dead onewhy statement trigger nu pol  much ,['news_&_social_concern']
p501103083,The orange retard gets rebuffed by the superior man,03/21/25(Fri)14:34:27No.501103083,orange retard gets rebuffed superior man,['diaries_&_daily_life']
p501100646,Am I the only organic anon here?,03/21/25(Fri)14:03:14No.501100646,organic anon ,['diaries_&_daily_life']
p501094596,">Heathrow to resume some flights and hopes to run full operation tomorrowhttps://www.bbc.co.uk/news/live/cly24zvvwxlt>Putin would breach Ukraine deal if it is not defended, says PMhttps://www.bbc.co.uk/news/articles/cwyd0v3344qo>Government borrowing higher than expected in Februaryhttps://www.bbc.co.uk/news/articles/c0jglw54yvyo>Badenoch warns Tories of difficult local electionshttps://www.bbc.co.uk/news/articles/cvg5dpl1j4zo>Uber offers 20 hours of free childcare in bid to lure female drivershttps://www.bbc.co.uk/news/articles/cgm1pmdlvx8o",03/21/25(Fri)12:41:36No.501094596, heathrow resume flights hopes run full operation tomorrowhttps www bbc co uk news live clyzvvwxlt putin would breach ukraine deal defended  says pmhttps www bbc co uk news articles cwydvqo government borrowing higher expected februaryhttps www bbc co uk news articles cjglwyvyo badenoch warns tories difficult local electionshttps www bbc co uk news articles cvgdpljzo uber offers  hours free childcare bid lure female drivershttps www bbc co uk news articles cgmpmdlvxo,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501103843,"#1 post now there. like tf who is even a nazi? let alone elon musk? like what does a present day nazi even do? post antisemitic memes online for shits and giggles?it all goes back to elon's ""nazi salute"" and if it truly was it's not like the audience was sig heiling behind him.",03/21/25(Fri)14:43:38No.501103843,# post  like tf even nazi  let alone elon musk  like present day nazi even  post antisemitic memes online shits giggles goes back elon  nazi salute  truly like audience sig heiling behind ,['news_&_social_concern']
p501102658,"antifa violence, endless new waves of vandalism, and now ordering assassination-by-cop on peoplewtf else do they need to do before people step in?or are they just hoping the right will take matters into their own hands so they can blame it on them?",03/21/25(Fri)14:28:41No.501102658,antifa violence  endless new waves vandalism  ordering assassination cop peoplewtf else need people step hoping right take matters hands blame ,['news_&_social_concern']
p501105833,REMINDER - YOU VOTED FOR HIGH GROCERY PRICEShttps://x.com/atrupar/status/1903079341010854054,03/21/25(Fri)15:08:36No.501105833,reminder   voted high grocery priceshttps x com atrupar status ,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501084926,"My coworker had a mental breakdown yesterday at work and was fired. Her husband had to come pick up her stuff today because she was forcibly removed from the building.My roommate is basically catatonic now. He used to be a fun loving metalhead type guy that played Warhammer, he has since sold his all his models, sold his guitar, and only works and comes home and watches vtubers in his dark room. I barely even SEE him anymore and we live in a 2 bedroom apartment.I go outside all I see are ugly, mishaped, brown faces. And they all look miserable.I try to invite friends and coworkers out to do something, Anything. They almost always say no. Too tired. Too broke. Too sad.Our slavery is being smashed in our faces on an unprecedented scale. These kikes at the top aren't just greedy, this is full on satanic sadism. It doesn't even make sense to beat down the slaves this hard, it makes them unproductive",03/21/25(Fri)10:25:45No.501084926,coworker mental breakdown yesterday work fired  husband come pick stuff today forcibly removed building roommate basically catatonic  used fun loving metalhead type guy played warhammer  since sold models  sold guitar  works comes home watches vtubers dark room  barely even see anymore live  bedroom apartment go outside see ugly  mishaped  brown faces  look miserable try invite friends coworkers something  anything  almost always say  tired  broke  sad slavery smashed faces unprecedented scale  kikes top greedy  full satanic sadism  even make sense beat slaves hard  makes unproductive,['diaries_&_daily_life']
p501105773,"this 'log is unironically better than yours, 4cuck.",03/21/25(Fri)15:07:48No.501105773, log unironically better  cuck ,['diaries_&_daily_life']
p501105120,>talk German politics,03/21/25(Fri)14:59:21No.501105120, talk german politics,['news_&_social_concern']
p501098829,"So what happened to the ""4d chess"" of Trump strong arming Netanyahu? I thought Netanyahu was bending the knee to Drumpf?How is this ""peace through strength""?",03/21/25(Fri)13:38:12No.501098829,happened  chess  trump strong arming netanyahu  thought netanyahu bending knee drumpf  peace strength ,['news_&_social_concern']
p501105022,"Remember when schizos hyped up the JFK files for 60 years, then they were released, and it was actually just a massive nothingburger the whole time?pepridge farm remembers",03/21/25(Fri)14:58:12No.501105022,remember schizos hyped jfk files  years  released  actually massive nothingburger whole time pepridge farm remembers,[]
p501094535,You now remember this,03/21/25(Fri)12:40:39No.501094535,remember,['diaries_&_daily_life']
p501099726,If Founding Stock Americans (like Bill the Butcher) thought Euro immigrants like Irish/Italian Catholics were bad how would they feel about Indian/Mexican mass Immigration?,03/21/25(Fri)13:50:55No.501099726,founding stock americans  like bill butcher  thought euro immigrants like irish italian catholics bad would feel indian mexican mass immigration ,['news_&_social_concern']
p501106517,>Mette Frederiksen says she considers “mass migration … as a threat to the daily life in Europe.”>https://www.politico.eu/article/mette-frederiksen-denmark-jd-vance-migration-asylum-refugees/,03/21/25(Fri)15:17:57No.501106517, mette frederiksen says considers “mass migration … threat daily life europe ” https www politico eu article mette frederiksen denmark jd vance migration asylum refugees ,['news_&_social_concern']
p501100027,Why are Americans the only people in the world who defend (((car dependency)))?,03/21/25(Fri)13:55:03No.501100027,americans people world defend  car dependency ,['news_&_social_concern']
p501101841,RUSSIA HAS LAUNCHED A NUKE AT AN ISLAND IN THE BLACK SEA!!!WW3 IS HERE!!!,03/21/25(Fri)14:18:03No.501101841,russia launched nuke island black sea ww ,['news_&_social_concern']
p501101820,>White-East Asian interbreeding le bad in principle because it just is okay.,03/21/25(Fri)14:17:48No.501101820, white east asian interbreeding le bad principle okay ,['news_&_social_concern']
p501085852,"Previous:>>501076765 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)10:39:07No.501085852,previous  →day   — daily battlefield assessment https isw pub ukraineconflictupdatesisw▶latest russian gas pipeline exploded sudzha shortly chimpout odesa  kropotkinskaya oil pumping station continues burn russians chimped odesa  numerous arrivals engels airbase hit ukraine  kh missile storage exploded trump claimed ceasefire infrastructure  russia attacked infrastructure hrs later  ukraine responds striking refineries gazprom reported losses   trillion rubles    billion current exchange rate   macron  europe preparing  day  ukraine  france   uk finalizing plan deploy  thousand troops per nation  key areas like kyiv  odesa   lviv training   long term support putin trump meeting prepared  says putin assistant ushakov ukraine lift martial law hold elections  day truce declared  says advisor head office president ukraine mykhailo podolyak eu recommends member states voluntarily contribute € b military aid ukraine year  creating special fund massive drone attack russia’s tuapse happened overnight   explosions heard local tuapse oil refinery afu officially withdrawn kursk smo zone french parliament called seizure frozen russian assets aid ukraine▶telegramhttps rentry org telosinthttps ukr pics▶intelhttps deepstateenhttps odin tradoc army mil weg  equipmentexplorer https ukr warspotting net  visually confirmed losses ▶mapshttps deepstatemap live enhttps liveuamap com en▶disposable soldier  diary ru mobik tour   files catbox moe fuhc txttour   files catbox moe ujwut txttour   files catbox moe hmyd txttour   files catbox moe cdenxe txt,['news_&_social_concern']
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181,young white men across world turning fascism national socialism implications ,['news_&_social_concern']
p501096289,Poilievre is afraid...he has no policy. The conservatives have no policy; they look at the opinion polls and then try to softball pander to the polls instead of having real plans and real leadership. Poilievre caved on the vax tyranny. Poilievre is sucking Hindu ass for votes...Poilievre has never been anything more than a politician. He's never worked in the free enterprise sector...https://www.youtube.com/watch?v=Kwg3BIwpZLE[Embed],03/21/25(Fri)13:04:16No.501096289,poilievre afraid policy  conservatives policy  look opinion polls try softball pander polls instead real plans real leadership  poilievre caved vax tyranny  poilievre sucking hindu ass votes poilievre never anything politician  never worked free enterprise sector https www youtube com watch v kwgbiwpzle embed ,['news_&_social_concern']
p501099362,notice something,03/21/25(Fri)13:45:26No.501099362,notice something,['diaries_&_daily_life']
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688,think could drain melanin nigger skin would solve alot problems ,"['fitness_&_health', 'news_&_social_concern']"
p501102264,Why would the government hide UFOs? Who cares if aliens visited,03/21/25(Fri)14:23:30No.501102264,would government hide ufos  cares aliens visited,['news_&_social_concern']
p501105452,"Why should I hate non-whites, they have never actually caused any harm to me",03/21/25(Fri)15:03:34No.501105452,hate non whites  never actually caused harm,['news_&_social_concern']
p501100764,,03/21/25(Fri)14:04:47No.501100764,,
p501098176,"Previous:>>501085852 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)13:29:43No.501098176,previous  →day   — daily battlefield assessment https isw pub ukraineconflictupdatesisw▶latest russian gas pipeline exploded sudzha shortly chimpout odesa  kropotkinskaya oil pumping station continues burn russians chimped odesa  numerous arrivals engels airbase hit ukraine  kh missile storage exploded trump claimed ceasefire infrastructure  russia attacked infrastructure hrs later  ukraine responds striking refineries gazprom reported losses   trillion rubles    billion current exchange rate   macron  europe preparing  day  ukraine  france   uk finalizing plan deploy  thousand troops per nation  key areas like kyiv  odesa   lviv training   long term support putin trump meeting prepared  says putin assistant ushakov ukraine lift martial law hold elections  day truce declared  says advisor head office president ukraine mykhailo podolyak eu recommends member states voluntarily contribute € b military aid ukraine year  creating special fund massive drone attack russia’s tuapse happened overnight   explosions heard local tuapse oil refinery afu officially withdrawn kursk smo zone french parliament called seizure frozen russian assets aid ukraine▶telegramhttps rentry org telosinthttps ukr pics▶intelhttps deepstateenhttps odin tradoc army mil weg  equipmentexplorer https ukr warspotting net  visually confirmed losses ▶mapshttps deepstatemap live enhttps liveuamap com en▶disposable soldier  diary ru mobik tour   files catbox moe fuhc txttour   files catbox moe ujwut txttour   files catbox moe hmyd txttour   files catbox moe cdenxe txt,['news_&_social_concern']
p501066789,I didn’t feel it when I was younger. Now it’s like this cold void is constantly and consistently pulling my soul. What happens at the moment you die? Does consciousness stop? Do we go to a different realm? Do we collapse into the size of an atom? I’m fucking terrified . I can’t really watch and movies or television anymore . It’s like my consciousness is so aware of reality that I disassociate within. These feelings got worse the more I dwelled into gnostic thought processes.,03/21/25(Fri)03:56:09No.501066789,didn’t feel younger  it’s like cold void constantly consistently pulling soul  happens moment die  consciousness stop  go different realm  collapse size atom  i’m fucking terrified   can’t really watch movies television anymore   it’s like consciousness aware reality disassociate within  feelings got worse dwelled gnostic thought processes ,['film_tv_&_video']
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433,every  days china opens new nuclear power plant ,"['news_&_social_concern', 'science_&_technology']"
p501097122,>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITE,03/21/25(Fri)13:15:09No.501097122, baltics   whitebaltics   white baltics   whitebaltics   white baltics   white,"['diaries_&_daily_life', 'news_&_social_concern']"
p501106021,WHY does this keep HAPPENING?!?!https://www.dailymail.co.uk/news/article-14515317/Married-teacher-underage-boys-gang-bang-scream-mask-brittany-fortinberry.html,03/21/25(Fri)15:11:07No.501106021,keep happening https www dailymail co uk news article  married teacher underage boys gang bang scream mask brittany fortinberry html,['news_&_social_concern']
p501101332,"Germany the supposed ""based"" AfD party>Oh my Science! We need LEGAL immigrants not ILLEGAL ones!>""We are Israel's greatest ally!"">Led by a Dyke married to a refugeePOLAND'S supposedly ""liberal"" PM>Annouced TMD (Total Migration Death)>Signed Schießbefehle (Shooting-Orders) at the Poland-Belarus Border>He is also putting mines on that border>He is re-arming the PAF(Polish Armed Forces)Why is Poland so based? Polackbros... I kneel...",03/21/25(Fri)14:11:43No.501101332,germany supposed  based  afd party oh science  need legal immigrants illegal ones israel greatest ally led dyke married refugeepoland supposedly  liberal  pm annouced tmd  total migration death signed schießbefehle  shooting orders  poland belarus border also putting mines border arming paf polish armed forces poland based  polackbros  kneel ,['news_&_social_concern']
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070,everyone distracted pyramid pillar conspiracy theories  israel began ground invasion palestine full backing donald trump  end hamas palestine terrorist base ,['news_&_social_concern']
p501105534,"I have tendies, I'm white and I'll vote republican.",03/21/25(Fri)15:04:38No.501105534,tendies  white vote republican ,['news_&_social_concern']
p501106517,>Mette Frederiksen says she considers “mass migration … as a threat to the daily life in Europe.”>https://www.politico.eu/article/mette-frederiksen-denmark-jd-vance-migration-asylum-refugees/,03/21/25(Fri)15:17:57No.501106517, mette frederiksen says considers “mass migration … threat daily life europe ” https www politico eu article mette frederiksen denmark jd vance migration asylum refugees ,['news_&_social_concern']
p501100646,Am I the only organic anon here?,03/21/25(Fri)14:03:14No.501100646,organic anon ,['diaries_&_daily_life']
p501099362,notice something,03/21/25(Fri)13:45:26No.501099362,notice something,['diaries_&_daily_life']
p501104049,>date a woman 13 years older than you>get called a pedo,03/21/25(Fri)14:46:19No.501104049, date woman  years older get called pedo,['diaries_&_daily_life']
p501064137,"I'm proud of Ukrainians for inflicting so much pain and suffering on scum fuck Russians invading Europe.It has been a joy to watch all the gore kino, I literally feel high when I watch Russian invaders suffer, Schadenfreude is one hell of a drug.Russians should learn not to fuck with Europeans.",03/21/25(Fri)02:52:06No.501064137,proud ukrainians inflicting much pain suffering scum fuck russians invading europe joy watch gore kino  literally feel high watch russian invaders suffer  schadenfreude one hell drug russians learn fuck europeans ,['news_&_social_concern']
p501104662,tf vladdy gon do?,03/21/25(Fri)14:53:52No.501104662,tf vladdy gon ,[]
p501106633,"If Trump is really serious about mass migration, maybe he should be hiring these guys. It seems like he's having a helluva hard time matching their numbers, even with all the unconstitutional bullshit.",03/21/25(Fri)15:19:22No.501106633,trump really serious mass migration  maybe hiring guys  seems like helluva hard time matching numbers  even unconstitutional bullshit ,['news_&_social_concern']
p501104654,>government doesn't care how many of them will die>allies don't care>they don't careare ukranians the most hated and worthless nation in the world?,03/21/25(Fri)14:53:48No.501104654, government care many die allies care careare ukranians hated worthless nation world ,['news_&_social_concern']
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641,like see soul bollocks,['music']
p501105428,Snow bunnies and yellow fever fags are destroying the white race on two different ends.,03/21/25(Fri)15:03:19No.501105428,snow bunnies yellow fever fags destroying white race two different ends ,['news_&_social_concern']
p501104662,tf vladdy gon do?,03/21/25(Fri)14:53:52No.501104662,tf vladdy gon ,[]
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555,protestantism sort anti religion  course existence  shattered cultural patrimony europe denuded christianity venerable religious traditions  led europeans slippery slope passed liberalism  deism called enlightenment crapped us nihilismland  marxist thugs  satanists positivist pointyheads putt  imagine anyone wanting convert christianity would choose protestant denomination first preference ,['news_&_social_concern']
p501106448,"For non-americans, would you like to have Donald Trump as your president? And yes, Elon Musk would tag along.",03/21/25(Fri)15:16:47No.501106448,non americans  would like donald trump president  yes  elon musk would tag along ,['news_&_social_concern']
p501094535,You now remember this,03/21/25(Fri)12:40:39No.501094535,remember,['diaries_&_daily_life']
p501104470,"Really?, look at it!!You are telling me that somebody bought this fucking shit?? Get the fuck out of here!!!",03/21/25(Fri)14:51:32No.501104470,really  look telling somebody bought fucking shit  get fuck ,['diaries_&_daily_life']
p501101332,"Germany the supposed ""based"" AfD party>Oh my Science! We need LEGAL immigrants not ILLEGAL ones!>""We are Israel's greatest ally!"">Led by a Dyke married to a refugeePOLAND'S supposedly ""liberal"" PM>Annouced TMD (Total Migration Death)>Signed Schießbefehle (Shooting-Orders) at the Poland-Belarus Border>He is also putting mines on that border>He is re-arming the PAF(Polish Armed Forces)Why is Poland so based? Polackbros... I kneel...",03/21/25(Fri)14:11:43No.501101332,germany supposed  based  afd party oh science  need legal immigrants illegal ones israel greatest ally led dyke married refugeepoland supposedly  liberal  pm annouced tmd  total migration death signed schießbefehle  shooting orders  poland belarus border also putting mines border arming paf polish armed forces poland based  polackbros  kneel ,['news_&_social_concern']
p501101009,GENERATION ZYKLON AWAKENShttps://x.com/AFpost/status/1902892623074930912,03/21/25(Fri)14:07:29No.501101009,generation zyklon awakenshttps x com afpost status ,[]
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070,everyone distracted pyramid pillar conspiracy theories  israel began ground invasion palestine full backing donald trump  end hamas palestine terrorist base ,['news_&_social_concern']
p501102899,">yeah bro im gonna escape and live inna woods>yeah every city will be third world, full of indians, pride flags everywhere>but i wont let that get me down because im gonna live in a cabin in the woods to escape the zog bro!>it will be so trad and based, if anyone tries to steal from me i will shoot them broi don't get it, people try and destroy your country and your plan is to flee to the woods and live as a mollusc?",03/21/25(Fri)14:32:02No.501102899, yeah bro im gonna escape live inna woods yeah every city third world  full indians  pride flags everywhere wont let get im gonna live cabin woods escape zog bro trad based  anyone tries steal shoot broi get  people try destroy country plan flee woods live mollusc ,['news_&_social_concern']
p501099426,You can't be racist and pagan.You can't be pro-white and pagan.You can't be pro-christian and pagan.You can't be anti-semetic and pagan.You can't be a nazi and a pagan at the same time.,03/21/25(Fri)13:46:30No.501099426,racist pagan pro white pagan pro christian pagan anti semetic pagan nazi pagan time ,['news_&_social_concern']
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501098829,"So what happened to the ""4d chess"" of Trump strong arming Netanyahu? I thought Netanyahu was bending the knee to Drumpf?How is this ""peace through strength""?",03/21/25(Fri)13:38:12No.501098829,happened  chess  trump strong arming netanyahu  thought netanyahu bending knee drumpf  peace strength ,['news_&_social_concern']
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181,young white men across world turning fascism national socialism implications ,['news_&_social_concern']
p501105428,Snow bunnies and yellow fever fags are destroying the white race on two different ends.,03/21/25(Fri)15:03:19No.501105428,snow bunnies yellow fever fags destroying white race two different ends ,['news_&_social_concern']
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465,new propaganda dropped  https youtu wqygcbceceu embed ,['news_&_social_concern']
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382, good russian dead onewhy statement trigger nu pol  much ,['news_&_social_concern']
p501105165,Blaming Jews for everything is just as retarded as blaming Russians for everything.,03/21/25(Fri)15:00:02No.501105165,blaming jews everything retarded blaming russians everything ,['news_&_social_concern']
