thread_id,thread_text,time
p501103671,What was the point of Assad?,03/21/25(Fri)14:41:32No.501103671
p501105906,>Make America Great Again means Make American Great Britain Again,03/21/25(Fri)15:09:37No.501105906
p501105839,Trump didn't make any remarks about this dude's outfit uh. Wear a suit or else I'm going INSANEEEEEEE. HAVE YOU SAID THANKS? AAAAAAH,03/21/25(Fri)15:08:39No.501105839
p501079694,,03/21/25(Fri)08:55:59No.501079694
p501105086,">nazi/nazism>fascist/fascismThese words have entirely and irreparably lost their meaning.I’m sorry, but no, disagreeing with you on any single or number of basic political points does not make me a fascist nazi.",03/21/25(Fri)14:58:59No.501105086
p501103794,"""White people"" isn't even a real thing. We're literally all different. ""White"" is just a step toward Globalism. Be yourself, reabsorb the agency you're feeding to this psyopped phantom, and make your own actual acheivements instead of ""identifying"" with some acheivements of bygone eras.",03/21/25(Fri)14:42:55No.501103794
p501051364,MORE DOCSITS RELEVANTISRAELI NUCLEAR PROGRAM SPOTTEDhttps://www.archives.gov/files/research/jfk/releases/2025/0318/206-10001-10012.pdf (pg5),03/20/25(Thu)22:32:38No.501051364
p501105134,"If you want to know the Blueprint for the recent ""protests"" in Serbia, Georgia, Slovakia and Hungary, look to Poland, where the NED already financed a Color Revolution in 2023. Do you think that History does repeat itself?https://en.m.wikipedia.org/wiki/2023_Polish_protests",03/21/25(Fri)14:59:30No.501105134
p501101889,https://www.independent.co.uk/news/world/americas/us-politics/trump-commonwealth-offer-us-member-b2719470.html,03/21/25(Fri)14:18:38No.501101889
p501096641,Why don't women and niggers ever try to use DEI to get jobs like this?,03/21/25(Fri)13:09:05No.501096641
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382
p501103284,WELCOME COMAC,03/21/25(Fri)14:36:54No.501103284
p501066789,I didn’t feel it when I was younger. Now it’s like this cold void is constantly and consistently pulling my soul. What happens at the moment you die? Does consciousness stop? Do we go to a different realm? Do we collapse into the size of an atom? I’m fucking terrified . I can’t really watch and movies or television anymore . It’s like my consciousness is so aware of reality that I disassociate within. These feelings got worse the more I dwelled into gnostic thought processes.,03/21/25(Fri)03:56:09No.501066789
p501089871,Made by boeing though so will it be bogged? Apparently it's been flying for 5 years,03/21/25(Fri)11:38:10No.501089871
p501103671,What was the point of Assad?,03/21/25(Fri)14:41:32No.501103671
p501090115,>Jewish female humourThis made me chuckle,03/21/25(Fri)11:41:23No.501090115
p501100875,"PRESIDENT DONALD J TRUMP @POTUS45https://www.donaldjtrump.com/https://www.thetrumparchive.com/https://x.com/realDonaldTrumphttps://truthsocial.com/@realDonaldTrumphttps://rumble.com/c/DonaldTrumphttps://www.tiktok.com/@realdonaldtrump>President Trump Officehttps://www.whitehouse.gov/https://www.youtube.com/user/whitehousehttps://www.flickr.com/photos/whitehouse/>Liz Harrington (Trump Spox) https://twitter.com/realLizUSA>Donald J Trump Presidential Libraryhttps://www.trumplibrary.gov/@realDonaldTrump @TeamTrump @TrumpWarRoom>b-but Trump hasnt done anything!ARCHIVED LINKS https://pastebin.com/eAhgNyeXNEW APPEARANCES>Pres Trump at Friends of Ireland Luncheon, Washington, DC 3/12/2025https://youtu.be/bKW1VniMRm0[Embed]>Pres Trump Bilateral Meeting with Irish Taoiseach Micheal Martin, Washington, DC 3/12/2025https://youtu.be/EwNFmsO_5xs[Embed]>Pres Trump Remarks at the Digital Assets Summit, Washington, DC 3/7/2025https://youtu.be/omP3GPxaVog[Embed]>Pres Trump Address to Congress, Washington, DC 3/4/2025https://youtu.be/XkFKNkAEzQ8[Embed]>VP JD Vance Delivers Remarks at the National Catholic Prayer Breakfast, Washington, DC 2/28/2025https://youtu.be/dCY0b1wWX9A[Embed]>Pres Trump Press Conference with UK PM Keir Starmer, Washington, DC 2/27/2025https://youtu.be/dJSaNSSj_4c[Embed]>Pres Trump Cabinet Meeting, Washington, DC 2/26/2025https://youtu.be/OMpL4Hze__4[Embed]>Pres Trump Press Conference with Emmanuel Macron, Washington, DC 2/24/2025https://youtu.be/F_icClkj0Eo[Embed]>Pres Trump at CPAC, Washington, DC 2/22/2025https://rumble.com/v6o31mi-full-speech-president-donald-j.-trump-headlines-cpac-2025-22225.html (RSBN)>Pres Trump at Governors Working Session, Washington, DC 2/22/2025https://youtu.be/4iyqZsE9bkA[Embed]>TrumpVideo: WE WILL WIN 6/19/23https://rumble.com/v2v6m2a>MAKE AMERICA GREAT AGAIN, AGAIN! 10/28/21https://rumble.com/voe8gm>God Bless the USA (Donald J Trump) 10/20/16https://youtu.be/O_PC_fy0fk0[Embed]OP pastebin: http://pastebin.com/X4KiALfhprev>>501093155 →",03/21/25(Fri)14:05:55No.501100875
p501104178,The libs are slated to get a majority now. Is accelerationism the only answer at this point?,03/21/25(Fri)14:47:55No.501104178
p501095590,Should elon be in jail for market manipulation?,03/21/25(Fri)12:54:50No.501095590
p501094167,Should all russians be expelled from European countries? I think it would lead to lasting peace.,03/21/25(Fri)12:35:14No.501094167
p501103732,Wikipedia refuses to recognize English as the official US Language,03/21/25(Fri)14:42:17No.501103732
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555
p501104766,They're afraid of fairy tales.,03/21/25(Fri)14:55:11No.501104766
p501096641,Why don't women and niggers ever try to use DEI to get jobs like this?,03/21/25(Fri)13:09:05No.501096641
p501105839,Trump didn't make any remarks about this dude's outfit uh. Wear a suit or else I'm going INSANEEEEEEE. HAVE YOU SAID THANKS? AAAAAAH,03/21/25(Fri)15:08:39No.501105839
p501100646,Am I the only organic anon here?,03/21/25(Fri)14:03:14No.501100646
p501104049,>date a woman 13 years older than you>get called a pedo,03/21/25(Fri)14:46:19No.501104049
p501103747,https://www.nikkei.com/article/DGXMZO38613680W8A201C1000000/,03/21/25(Fri)14:42:29No.501103747
p501100625,Reminder that you WILL be labeled as a traitor for not supporting this.,03/21/25(Fri)14:02:52No.501100625
p501092016,Don't complain that women don't want to be with you if you're still acting like a fucking child in your 20s.,03/21/25(Fri)12:04:51No.501092016
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181
p501105036,North Sentinel Island hate thread.Hate on these niggers.If you zoom in on pic rel you can see his TBC.,03/21/25(Fri)14:58:22No.501105036
p501098176,"Previous:>>501085852 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)13:29:43No.501098176
p501079694,,03/21/25(Fri)08:55:59No.501079694
p501105428,Snow bunnies and yellow fever fags are destroying the white race on two different ends.,03/21/25(Fri)15:03:19No.501105428
p501084235,Why are Americans never able to refute European leftists?,03/21/25(Fri)10:15:01No.501084235
p501086795,Was 4chan ever a leftist site?Was there ever an appreciable number of leftists in this place?,03/21/25(Fri)10:53:45No.501086795
p501098176,"Previous:>>501085852 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)13:29:43No.501098176
p501106913,,03/21/25(Fri)15:23:01No.501106913
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382
p501103083,The orange retard gets rebuffed by the superior man,03/21/25(Fri)14:34:27No.501103083
p501100646,Am I the only organic anon here?,03/21/25(Fri)14:03:14No.501100646
p501094596,">Heathrow to resume some flights and hopes to run full operation tomorrowhttps://www.bbc.co.uk/news/live/cly24zvvwxlt>Putin would breach Ukraine deal if it is not defended, says PMhttps://www.bbc.co.uk/news/articles/cwyd0v3344qo>Government borrowing higher than expected in Februaryhttps://www.bbc.co.uk/news/articles/c0jglw54yvyo>Badenoch warns Tories of difficult local electionshttps://www.bbc.co.uk/news/articles/cvg5dpl1j4zo>Uber offers 20 hours of free childcare in bid to lure female drivershttps://www.bbc.co.uk/news/articles/cgm1pmdlvx8o",03/21/25(Fri)12:41:36No.501094596
p501103843,"#1 post now there. like tf who is even a nazi? let alone elon musk? like what does a present day nazi even do? post antisemitic memes online for shits and giggles?it all goes back to elon's ""nazi salute"" and if it truly was it's not like the audience was sig heiling behind him.",03/21/25(Fri)14:43:38No.501103843
p501102658,"antifa violence, endless new waves of vandalism, and now ordering assassination-by-cop on peoplewtf else do they need to do before people step in?or are they just hoping the right will take matters into their own hands so they can blame it on them?",03/21/25(Fri)14:28:41No.501102658
p501105833,REMINDER - YOU VOTED FOR HIGH GROCERY PRICEShttps://x.com/atrupar/status/1903079341010854054,03/21/25(Fri)15:08:36No.501105833
p501084926,"My coworker had a mental breakdown yesterday at work and was fired. Her husband had to come pick up her stuff today because she was forcibly removed from the building.My roommate is basically catatonic now. He used to be a fun loving metalhead type guy that played Warhammer, he has since sold his all his models, sold his guitar, and only works and comes home and watches vtubers in his dark room. I barely even SEE him anymore and we live in a 2 bedroom apartment.I go outside all I see are ugly, mishaped, brown faces. And they all look miserable.I try to invite friends and coworkers out to do something, Anything. They almost always say no. Too tired. Too broke. Too sad.Our slavery is being smashed in our faces on an unprecedented scale. These kikes at the top aren't just greedy, this is full on satanic sadism. It doesn't even make sense to beat down the slaves this hard, it makes them unproductive",03/21/25(Fri)10:25:45No.501084926
p501105773,"this 'log is unironically better than yours, 4cuck.",03/21/25(Fri)15:07:48No.501105773
p501105120,>talk German politics,03/21/25(Fri)14:59:21No.501105120
p501098829,"So what happened to the ""4d chess"" of Trump strong arming Netanyahu? I thought Netanyahu was bending the knee to Drumpf?How is this ""peace through strength""?",03/21/25(Fri)13:38:12No.501098829
p501105022,"Remember when schizos hyped up the JFK files for 60 years, then they were released, and it was actually just a massive nothingburger the whole time?pepridge farm remembers",03/21/25(Fri)14:58:12No.501105022
p501094535,You now remember this,03/21/25(Fri)12:40:39No.501094535
p501099726,If Founding Stock Americans (like Bill the Butcher) thought Euro immigrants like Irish/Italian Catholics were bad how would they feel about Indian/Mexican mass Immigration?,03/21/25(Fri)13:50:55No.501099726
p501106517,>Mette Frederiksen says she considers “mass migration … as a threat to the daily life in Europe.”>https://www.politico.eu/article/mette-frederiksen-denmark-jd-vance-migration-asylum-refugees/,03/21/25(Fri)15:17:57No.501106517
p501100027,Why are Americans the only people in the world who defend (((car dependency)))?,03/21/25(Fri)13:55:03No.501100027
p501101841,RUSSIA HAS LAUNCHED A NUKE AT AN ISLAND IN THE BLACK SEA!!!WW3 IS HERE!!!,03/21/25(Fri)14:18:03No.501101841
p501101820,>White-East Asian interbreeding le bad in principle because it just is okay.,03/21/25(Fri)14:17:48No.501101820
p501085852,"Previous:>>501076765 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)10:39:07No.501085852
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181
p501096289,Poilievre is afraid...he has no policy. The conservatives have no policy; they look at the opinion polls and then try to softball pander to the polls instead of having real plans and real leadership. Poilievre caved on the vax tyranny. Poilievre is sucking Hindu ass for votes...Poilievre has never been anything more than a politician. He's never worked in the free enterprise sector...https://www.youtube.com/watch?v=Kwg3BIwpZLE[Embed],03/21/25(Fri)13:04:16No.501096289
p501099362,notice something,03/21/25(Fri)13:45:26No.501099362
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688
p501102264,Why would the government hide UFOs? Who cares if aliens visited,03/21/25(Fri)14:23:30No.501102264
p501105452,"Why should I hate non-whites, they have never actually caused any harm to me",03/21/25(Fri)15:03:34No.501105452
p501100764,,03/21/25(Fri)14:04:47No.501100764
p501098176,"Previous:>>501085852 →Day: 1122 — Daily battlefield assessment:https://isw.pub/UkraineConflictUpdatesISW▶Latest>Russian gas pipeline exploded in Sudzha shortly after the chimpout at Odesa, Kropotkinskaya oil pumping station continues to burn>Russians chimped out at Odesa, numerous arrivals>Engels Airbase hit by Ukraine, KH missile storage exploded>Trump claimed a ceasefire on infrastructure, Russia attacked infrastructure 2hrs later, Ukraine responds striking more refineries.>Gazprom reported losses of 1.078 trillion rubles ($12.7 billion at the current exchange rate) in 2024.>Macron: Europe is preparing for the ""day after"" in Ukraine. France & the UK are finalizing a plan to deploy ""a few thousand troops per nation"" in key areas like Kyiv, Odesa & Lviv for training & long-term support.>A Putin and Trump meeting is being prepared, says Putin's assistant Ushakov>Ukraine will not lift martial law or hold elections if a 30-day truce is declared, says advisor to the head of the Office of the President of Ukraine Mykhailo Podolyak>The EU recommends member states to voluntarily contribute €20-40B in military aid to Ukraine this year, creating a special fund.>A massive drone attack on Russia’s Tuapse happened overnight. Over 10 explosions were heard at the local Tuapse oil refinery>AFU have officially withdrawn from most of the Kursk SMO zone>The French Parliament has called for the seizure of frozen Russian assets to aid Ukraine▶Telegramhttps://rentry.org/telosint2023https://t.me/ukr_pics▶Intelhttps://t.me/DeepStateENhttps://odin.tradoc.army.mil/WEG (equipmentexplorer)https://ukr.warspotting.net (visually confirmed losses)▶Mapshttps://deepstatemap.live/enhttps://liveuamap.com/en▶DISPOSABLE SOLDIER (diary of a RU mobik)TOUR 1: files.catbox.moe/34fuhc.txtTOUR 2: files.catbox.moe/uj2wut.txtTOUR 3: files.catbox.moe/hmyd98.txtTOUR 4: files.catbox.moe/cdenxe.txt",03/21/25(Fri)13:29:43No.501098176
p501066789,I didn’t feel it when I was younger. Now it’s like this cold void is constantly and consistently pulling my soul. What happens at the moment you die? Does consciousness stop? Do we go to a different realm? Do we collapse into the size of an atom? I’m fucking terrified . I can’t really watch and movies or television anymore . It’s like my consciousness is so aware of reality that I disassociate within. These feelings got worse the more I dwelled into gnostic thought processes.,03/21/25(Fri)03:56:09No.501066789
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433
p501097122,>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITEBALTICS 100% WHITE>BALTICS 100% WHITE,03/21/25(Fri)13:15:09No.501097122
p501106021,WHY does this keep HAPPENING?!?!https://www.dailymail.co.uk/news/article-14515317/Married-teacher-underage-boys-gang-bang-scream-mask-brittany-fortinberry.html,03/21/25(Fri)15:11:07No.501106021
p501101332,"Germany the supposed ""based"" AfD party>Oh my Science! We need LEGAL immigrants not ILLEGAL ones!>""We are Israel's greatest ally!"">Led by a Dyke married to a refugeePOLAND'S supposedly ""liberal"" PM>Annouced TMD (Total Migration Death)>Signed Schießbefehle (Shooting-Orders) at the Poland-Belarus Border>He is also putting mines on that border>He is re-arming the PAF(Polish Armed Forces)Why is Poland so based? Polackbros... I kneel...",03/21/25(Fri)14:11:43No.501101332
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070
p501105534,"I have tendies, I'm white and I'll vote republican.",03/21/25(Fri)15:04:38No.501105534
p501106517,>Mette Frederiksen says she considers “mass migration … as a threat to the daily life in Europe.”>https://www.politico.eu/article/mette-frederiksen-denmark-jd-vance-migration-asylum-refugees/,03/21/25(Fri)15:17:57No.501106517
p501100646,Am I the only organic anon here?,03/21/25(Fri)14:03:14No.501100646
p501099362,notice something,03/21/25(Fri)13:45:26No.501099362
p501104049,>date a woman 13 years older than you>get called a pedo,03/21/25(Fri)14:46:19No.501104049
p501064137,"I'm proud of Ukrainians for inflicting so much pain and suffering on scum fuck Russians invading Europe.It has been a joy to watch all the gore kino, I literally feel high when I watch Russian invaders suffer, Schadenfreude is one hell of a drug.Russians should learn not to fuck with Europeans.",03/21/25(Fri)02:52:06No.501064137
p501104662,tf vladdy gon do?,03/21/25(Fri)14:53:52No.501104662
p501106633,"If Trump is really serious about mass migration, maybe he should be hiring these guys. It seems like he's having a helluva hard time matching their numbers, even with all the unconstitutional bullshit.",03/21/25(Fri)15:19:22No.501106633
p501104654,>government doesn't care how many of them will die>allies don't care>they don't careare ukranians the most hated and worthless nation in the world?,03/21/25(Fri)14:53:48No.501104654
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641
p501105428,Snow bunnies and yellow fever fags are destroying the white race on two different ends.,03/21/25(Fri)15:03:19No.501105428
p501104662,tf vladdy gon do?,03/21/25(Fri)14:53:52No.501104662
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555
p501106448,"For non-americans, would you like to have Donald Trump as your president? And yes, Elon Musk would tag along.",03/21/25(Fri)15:16:47No.501106448
p501094535,You now remember this,03/21/25(Fri)12:40:39No.501094535
p501104470,"Really?, look at it!!You are telling me that somebody bought this fucking shit?? Get the fuck out of here!!!",03/21/25(Fri)14:51:32No.501104470
p501101332,"Germany the supposed ""based"" AfD party>Oh my Science! We need LEGAL immigrants not ILLEGAL ones!>""We are Israel's greatest ally!"">Led by a Dyke married to a refugeePOLAND'S supposedly ""liberal"" PM>Annouced TMD (Total Migration Death)>Signed Schießbefehle (Shooting-Orders) at the Poland-Belarus Border>He is also putting mines on that border>He is re-arming the PAF(Polish Armed Forces)Why is Poland so based? Polackbros... I kneel...",03/21/25(Fri)14:11:43No.501101332
p501101009,GENERATION ZYKLON AWAKENShttps://x.com/AFpost/status/1902892623074930912,03/21/25(Fri)14:07:29No.501101009
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070
p501102899,">yeah bro im gonna escape and live inna woods>yeah every city will be third world, full of indians, pride flags everywhere>but i wont let that get me down because im gonna live in a cabin in the woods to escape the zog bro!>it will be so trad and based, if anyone tries to steal from me i will shoot them broi don't get it, people try and destroy your country and your plan is to flee to the woods and live as a mollusc?",03/21/25(Fri)14:32:02No.501102899
p501099426,You can't be racist and pagan.You can't be pro-white and pagan.You can't be pro-christian and pagan.You can't be anti-semetic and pagan.You can't be a nazi and a pagan at the same time.,03/21/25(Fri)13:46:30No.501099426
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179
p501098829,"So what happened to the ""4d chess"" of Trump strong arming Netanyahu? I thought Netanyahu was bending the knee to Drumpf?How is this ""peace through strength""?",03/21/25(Fri)13:38:12No.501098829
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181
p501105428,Snow bunnies and yellow fever fags are destroying the white race on two different ends.,03/21/25(Fri)15:03:19No.501105428
p501099465,NEW PROPAGANDA JUST DROPPED: https://youtu.be/WQYGcBcEcEU[Embed],03/21/25(Fri)13:47:09No.501099465
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382
p501105165,Blaming Jews for everything is just as retarded as blaming Russians for everything.,03/21/25(Fri)15:00:02No.501105165
p501100875,"PRESIDENT DONALD J TRUMP @POTUS45https://www.donaldjtrump.com/https://www.thetrumparchive.com/https://x.com/realDonaldTrumphttps://truthsocial.com/@realDonaldTrumphttps://rumble.com/c/DonaldTrumphttps://www.tiktok.com/@realdonaldtrump>President Trump Officehttps://www.whitehouse.gov/https://www.youtube.com/user/whitehousehttps://www.flickr.com/photos/whitehouse/>Liz Harrington (Trump Spox) https://twitter.com/realLizUSA>Donald J Trump Presidential Libraryhttps://www.trumplibrary.gov/@realDonaldTrump @TeamTrump @TrumpWarRoom>b-but Trump hasnt done anything!ARCHIVED LINKS https://pastebin.com/eAhgNyeXNEW APPEARANCES>Pres Trump at Friends of Ireland Luncheon, Washington, DC 3/12/2025https://youtu.be/bKW1VniMRm0[Embed]>Pres Trump Bilateral Meeting with Irish Taoiseach Micheal Martin, Washington, DC 3/12/2025https://youtu.be/EwNFmsO_5xs[Embed]>Pres Trump Remarks at the Digital Assets Summit, Washington, DC 3/7/2025https://youtu.be/omP3GPxaVog[Embed]>Pres Trump Address to Congress, Washington, DC 3/4/2025https://youtu.be/XkFKNkAEzQ8[Embed]>VP JD Vance Delivers Remarks at the National Catholic Prayer Breakfast, Washington, DC 2/28/2025https://youtu.be/dCY0b1wWX9A[Embed]>Pres Trump Press Conference with UK PM Keir Starmer, Washington, DC 2/27/2025https://youtu.be/dJSaNSSj_4c[Embed]>Pres Trump Cabinet Meeting, Washington, DC 2/26/2025https://youtu.be/OMpL4Hze__4[Embed]>Pres Trump Press Conference with Emmanuel Macron, Washington, DC 2/24/2025https://youtu.be/F_icClkj0Eo[Embed]>Pres Trump at CPAC, Washington, DC 2/22/2025https://rumble.com/v6o31mi-full-speech-president-donald-j.-trump-headlines-cpac-2025-22225.html (RSBN)>Pres Trump at Governors Working Session, Washington, DC 2/22/2025https://youtu.be/4iyqZsE9bkA[Embed]>TrumpVideo: WE WILL WIN 6/19/23https://rumble.com/v2v6m2a>MAKE AMERICA GREAT AGAIN, AGAIN! 10/28/21https://rumble.com/voe8gm>God Bless the USA (Donald J Trump) 10/20/16https://youtu.be/O_PC_fy0fk0[Embed]OP pastebin: http://pastebin.com/X4KiALfhprev>>501093155 →",03/21/25(Fri)14:05:55No.501100875
